1,2,3,4,5,6,7,8,9,10,y_true,y_pred
1.072813845412683431e+00,6.167659848936752898e-01,1.043413521250667886e+00,7.017247702104269236e-02,2.209384424776509093e+00,1.301596142739747108e+00,-8.104027966118928505e-01,-2.243777145099924653e+00,5.940754210264015400e-01,-9.873851841218351799e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.060976861305726660e+00,2.305035837589431980e-01,2.954962591718573339e+00,-1.353052141353836835e-01,1.391409508598377309e+00,-2.818345948139198143e+00,7.002815923165371936e-01,2.456427137531234095e-01,-1.034569269935435409e+00,6.140508978431281628e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.035959583960870622e+00,-1.367851734942733710e+00,3.649758955832742013e-01,-5.336880436079771250e+00,2.977383753133800992e-01,-1.186935770281910135e-01,1.089633397264078568e-01,2.988479454981766634e-02,5.087662634414594764e-01,7.977164618804243323e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.022668668638447187e+00,-3.577921679456211312e-01,1.114911731700531927e+00,-3.783255934952853394e+00,2.773608103748647302e+00,4.428006225368383286e-01,-6.419001237852883790e-01,-1.387341907316637091e-01,-1.363185273931745711e-01,7.555060411032428203e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.267393085719638712e+00,4.811259918053805706e-01,1.385354573039112047e+01,1.385325983734091507e-02,7.406143757998029375e-02,-6.119592605717516509e-01,9.739102045538126085e-01,4.256117490704950157e+00,-1.585964838022422718e+00,8.903384243030575407e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.496062077064900686e+00,1.474317732991133889e+00,3.925918155256947761e-01,-3.392022466866627006e+00,2.106953250049130588e-01,-3.824751752704672825e+00,1.212474064895850412e-01,-1.233029910089721071e+00,-1.552807386888812591e-01,6.890751602365846606e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.112317256429442347e+00,2.288960099781050861e+00,1.071323119865646101e+00,-2.752459602869163913e+00,1.693690434791333299e+00,-2.607525065045883106e-01,-3.218422202972091861e-02,-9.753775847160680579e-01,-2.939953069942165542e-01,1.627001894616326994e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.055659643313078488e+00,1.264905997608988697e+00,1.805222608219022140e+00,-3.020131059804120888e-01,1.627224426025052573e+00,-4.388244027613388276e-01,7.306308107543477148e-02,3.138700761048514032e+00,-1.490853766276671433e+00,-7.333511483068259063e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.244247697600927571e+00,1.854515391890045883e-01,8.565250662707648566e-01,-1.263463221963222338e+01,2.203641909763568663e+00,4.225803891547125213e-01,-4.710063661471700636e-01,2.948075249168767620e+00,-6.945035448882752593e-01,-1.712190668616406508e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.027711342966481922e+00,1.406465614042821999e+00,1.049546674757327741e-01,-1.179524332620392135e+00,1.288920470324316447e+00,1.249306182505825369e+00,1.248459223579339583e-01,2.925007234899462905e+00,-2.909122463166205375e+00,9.985790768953676233e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.223654316960222088e+00,6.776292210689117690e-01,5.589811623316133904e+00,4.987485648515748576e-02,-9.643399371973213619e-01,-4.972966339725748419e+00,2.619272641378307398e-01,-2.120778501107837055e+00,-5.789838746029833949e-01,5.432964176312711224e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.020862479359902597e+00,-5.305538773316423873e-01,4.894481194839755966e-02,-6.048384616308857264e-01,2.704369953514928593e+00,7.723250454299042111e-01,5.305332904664058491e-01,8.188168191291365083e-01,-6.471751413717221624e-01,-8.767563858734506166e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.038749187399674145e+00,-8.051191150272906105e-01,7.430904745987058913e-02,-2.789735532458843981e+00,2.682814518878612331e-01,5.023782325649298608e-01,-5.418360372016171045e-01,1.158148204382573043e+00,6.037320239779808695e-01,6.143853323539593125e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.579372162647861177e+00,1.526123651894665700e+00,1.242002939190724042e+01,-1.922275242099446002e+00,-1.962346003289187291e+00,-6.665320921051127723e-01,-1.255689730955212025e-01,5.739731712554531073e-01,1.610316285863327534e+00,6.992957183811423505e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.843506378860380934e+00,1.858645482723300102e+00,4.323721007045669418e-01,3.574528896753431662e-01,-2.074699626453627488e+00,7.637606783853900794e-01,2.907706062275340342e-01,3.837708664753258780e-01,-2.846845453003778448e-01,1.763314897764137884e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.524583333164242438e+00,2.302516274367986393e-01,2.576969466440971246e+00,-1.780569257324281507e-01,-1.328458599683306929e+00,-3.833753806707994816e+00,3.363889760202665169e-02,-5.643127077376624001e-01,-1.133048188835245718e+00,9.473972269126403889e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.010151636212438309e+00,-2.442478861597002560e+00,4.970851675635118427e-02,-3.733283096428956505e-01,-1.976913644686109306e+00,2.185144748906190093e-01,1.515312345684672213e+00,-2.931755278106820128e-01,1.762356078053171071e-01,9.786011440104684933e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.134145094901706452e+00,9.363830263388432940e-01,7.411769190389200013e+00,4.317226215893615882e-03,-2.693075653856463081e+00,-5.668776180312842250e+00,6.607868680324009425e-01,-1.797252560447587300e+00,4.513155432751365659e-01,-9.842757703079162424e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.131295132529740233e+00,-1.742377761533462133e+00,1.240723237325313200e+00,-6.669551038866507575e+00,6.952437722751634297e-01,-2.553553928827139607e+00,1.593479316850539673e+00,-1.643897400331445713e+00,3.735170601019945774e-02,9.970257092863397119e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.032306833473695118e+00,-2.249476581574063327e-01,1.127605535467789410e-01,-1.508796065034047340e-01,-5.427762233290678306e-01,-1.021901352568064025e+00,2.134444985854280774e-01,-1.324607168735641771e+00,-5.340779954181968936e-01,6.067982550954497123e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.416580990623716119e+00,2.367882706854052444e+00,3.815216735720619035e-01,1.009909946643988699e-01,1.026435346323977704e+00,4.454083917179504359e-01,-1.579951503301713078e-01,9.945208994612614317e-02,1.058182982223113910e+00,-8.089437876659346660e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.780547899794284739e+00,2.222219593123885950e+00,1.620257089660825267e+00,-2.488370362801260338e+00,1.200081294559447453e-01,4.083554268962796829e-01,9.652587398331526902e-01,-1.510941403076385914e+00,5.515786491246861267e-01,8.446942511675239462e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.018152467246502990e+00,-2.733103706597348914e+00,6.449527618758399417e-02,-4.073720548373670702e+00,-1.647063718877328720e+00,4.898913920177999870e+00,5.057678357907731126e-01,2.731699614189596836e+00,-1.698392049634849466e+00,9.798098911793566845e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.010772840975336262e+00,-6.392496372742041411e-01,5.793288797939111223e-01,-2.796700102414650946e-01,4.800196458536989397e-01,4.766232426244346732e-01,1.087838678433343809e+00,1.829758634689612473e-01,1.062581690110266375e-01,-9.124025063942160785e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.415078857975548221e+00,1.899711313506019517e+00,5.449724876945114538e-01,3.605728379332786560e-01,2.806022885146464141e+00,5.405179369902102238e-02,-4.257556288179346615e-01,-1.130908086293300308e+00,2.277774852214299039e-01,7.945665805580101604e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.723423227949947067e+00,1.814432984184151110e+00,3.320469774549943409e-01,-2.567166218311195403e-01,2.715289869615295171e+00,-1.321015885256735078e+00,1.376267051236540251e+00,1.382278122057211123e-01,1.339004473979970244e+00,-9.531177859625111770e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.019405222439440761e+00,-7.264736077422562222e-01,6.032876259948234676e-02,-2.289290530351482111e+00,8.496146479755717351e-01,-8.249789712152850729e-01,6.888196602340157515e-01,2.036805610456225324e+00,-1.378163384823328785e+00,7.193479870196418657e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.502002202468026182e+00,5.642858941477030266e-02,9.332483273186341632e-01,-8.284307265844705892e-01,3.904697357454247619e-01,-5.095562338561684612e+00,-2.002655980434026040e-01,-5.922997609389017981e-01,-1.955586167646991447e+00,9.026985039383351728e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.555933150775440588e+00,2.216738964802292600e+00,7.601371930899940565e-01,7.641297051133507656e-01,5.607286969131821674e-01,-3.523161348945822446e-01,1.084819534402402308e+00,-2.524887228621236490e-01,4.196086141296232475e-01,6.396923561437172223e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.154629275141012323e+00,-5.509808183543588589e-01,3.229255309722796063e-01,-2.878750277792831436e-01,-1.746857642414604506e+00,4.641406768535939475e-01,1.850873338836693360e+00,1.703095017861765495e-02,2.113248435984503570e-01,8.708019023807539449e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.901156509376479953e+00,1.244074849842184083e+00,5.909732156463558539e-01,-1.842481059360892015e-01,-1.126523620637752021e+00,-4.782980016145680358e-01,7.232039703177015610e-01,-7.941977975564969983e-01,-3.787725368425093886e-01,9.882628512621747241e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.037118269450255426e+00,-1.293401718312471527e+00,2.385941379854500666e-01,6.296932329272721951e-01,-1.541901830597301459e-01,-6.421029065113380341e+00,5.487108342354107826e-01,-1.123792527694488896e+00,1.416433512527977445e+00,9.563586585121945927e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.081779069078792954e+00,1.391633608604526229e+00,1.481073572968863439e-01,-9.092427731943000802e-02,1.052559425142080007e-01,-9.304742860389112025e+00,-2.981342709522347700e-01,-1.375887569665010801e-01,1.693762873450038731e+00,9.622580230874618057e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.006542036453044409e+00,-1.369545118672425454e+00,1.290277452976669403e+00,-9.995450576774853602e-01,9.508597733868984214e-02,-4.353484228038300707e-01,-1.531854506160618135e-01,-2.339743157049687383e-01,1.007045739670304751e+00,8.691273519881475007e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.042896467130631555e+00,1.975845582961530233e+00,2.370052120216781688e+00,-1.099593867213337717e+01,-8.963416282953970970e-01,1.154343778741657500e+00,1.319168888605513068e-01,-7.772324789303577085e-03,-1.949890160393669136e-02,6.165896739057535880e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.006623147151399111e+00,-1.645900957616180660e-01,3.431012461147715520e-01,1.298013876620135454e-02,-1.110459773740827494e+00,-6.407539496444329963e-01,1.125842924351047714e+00,8.215877122163269819e-01,-2.084154749891862363e-02,-9.003771601666007429e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.008326058557206917e+00,-4.973047878498417229e-01,2.251827243151536817e-01,-2.646254381239523390e+00,3.533315335678436142e+00,1.667798291709079728e-01,-9.647950467720091128e-01,4.835546181196374027e-01,1.362678112086838977e+00,-6.978195749293403249e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.020961960891837439e+00,-8.543237055375472178e-01,3.008423931624856773e-01,-7.719821373819643284e+00,-8.415460214712291442e-01,2.101791197036751158e-01,7.489078300157833157e-01,5.141924546465973522e-01,-1.273822460454983707e+00,7.304055293978709562e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.806586123607632377e+00,1.340696916724892773e-02,8.942416468251271899e-01,3.708822377033937912e-01,4.275371187794084760e-01,8.990430821851469467e-01,-4.057647430067328753e-01,6.249467832881194784e-01,1.250539924284021387e+00,9.559791627859406393e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.230718066901581143e+00,2.202412634763028620e+00,5.383454452033127779e+00,1.668009207404434480e-01,1.568624545446207996e+00,3.241117809523021087e+00,6.941111907447374829e-01,-1.709101901861488138e+00,5.539872756267832932e-01,7.089505592526418321e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.202767272009010124e+00,1.690665785150087697e+00,1.481199478116232093e+00,3.243302016913532260e+00,-5.334447294935220629e-01,-2.846599821494550930e-01,2.635734621273127520e-01,-2.706953918228339750e-01,8.327528241106685325e-01,-6.342500799936434674e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.041105960268016384e+00,6.423620349933385487e-01,3.534900997283049739e-01,-5.726853491943596497e-01,2.700266449640505328e+00,6.547228748801661169e-01,-5.680745755178298051e-01,3.881991800962295708e-02,5.165652006258356632e-01,-3.094862248856717901e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.004527512801487665e+00,8.636612395151835320e-02,1.205508121522489429e-01,-1.695721031106304233e+00,-1.288290392034259213e-01,-2.050094431342515122e+00,-4.567812394751505356e-01,-1.083239717616533593e+00,-2.748071274592988611e-01,-2.960615870410378547e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.019067717719771338e+00,-8.295444541632835955e-01,9.182780952792219953e-01,-4.736784396798691954e-03,1.716280577906812432e-01,-6.225563128752955144e+00,3.408948117138854705e-02,5.194855117742585016e-01,7.773177498831553844e-01,9.722976383295600655e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.334769732118780139e+00,-1.291091226983506202e+00,2.423376024528784978e-01,-1.203371730100907033e+00,3.496310486788914984e-01,-2.909504794266029037e-01,6.143225261253876246e-01,-8.474935876674472013e-04,1.166852666660404214e+00,9.918565789555622292e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.301277955840077105e+00,1.540614282171947513e+00,1.883980996289908172e-01,4.478114655351332907e-01,-1.115411895968406508e+00,-4.720481628267385495e-03,9.307213052080234306e-01,-1.001832301361411881e+00,-2.824538041823130285e-01,8.350630106609863157e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.720992836446137320e+00,4.767820053973363059e+00,1.407992307145753852e+00,4.766218863976953157e-01,2.062642777215192069e+00,6.330183136996794802e-02,-1.495310220745589003e-01,-5.827631348934395605e-01,-2.905894206485848952e-01,1.704983420599399599e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.006261389743243750e+00,-2.235123062144476869e+00,1.055853498592110307e-01,-1.795488672200587832e+00,-2.152708428361916670e+00,-1.442619846977009956e+00,-7.082322812039609783e-01,-3.187327888125710551e-01,-1.695859680841067973e+00,9.751077751325962772e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.383344355868501019e+00,5.491930745063545061e+00,3.211557033287023799e+00,-1.832030476531585705e+01,1.195910210734074663e-02,-6.265181276257344445e-01,-9.002318413707510736e-02,5.073863850074145088e-01,-5.427572993180594663e-02,9.289468580100395112e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.012682980392024312e+00,8.172537403606777717e-01,1.861535082967302523e+00,-5.150599804505363366e+00,4.851551104051231578e-01,1.549353693629278335e-02,1.744145708667333983e+00,-7.798531257898392299e-01,-4.574993305040702674e-01,9.150665275967890810e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.121802022164438251e+00,-9.468938049041289995e-01,1.183883435349651236e+00,-1.073717954600034830e+01,-1.233075332075090680e+00,-1.586273661188739581e+00,1.231902369426104649e+00,-2.579297160325813909e+00,-3.981134326769991683e-01,9.690142796046302687e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.719943436145447535e+00,3.098203338648827021e+00,3.611513274412975760e-01,7.385629701616110154e-03,1.451363931398119700e-01,-3.047605641431279988e+00,-2.988483512804158693e-01,8.843578937713068022e-01,1.463408728898887512e+00,8.237066860778727850e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.264400723155011619e+00,5.319048127466460274e-01,1.274234503165477816e+00,-4.771453689681360189e+00,-2.045722356924188468e+00,5.147310127098574800e-02,1.073307522216379706e+00,7.102440095809737786e-01,1.226490940040577904e+00,1.716236489224194917e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.069666506275995577e+00,9.494800356181618550e-01,2.334429972526292030e+00,-7.103956617377271687e-02,1.841443923913673952e+00,-4.173999202490596083e+00,-2.525006276545376238e-01,6.438442870817708830e-01,7.782315523441729610e-01,-9.014912107571372291e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.262683432193766553e+00,1.254417500914819517e+00,4.773275135223114418e+00,-9.756282801756817058e-01,-1.544967785700087415e+00,-9.954200539237487710e-01,1.016500397343625961e+00,2.956776479904011712e+00,-1.061521584619764980e+00,7.501212507703445276e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.015682577772574202e+00,-2.802569130449062751e+00,1.630017092676756818e-01,1.521665919474916784e+01,6.986042658613114131e-01,-1.221595616100121795e-01,3.527477165990142716e-01,3.806636696760631988e+00,-1.199353473712511331e+00,9.975030488171976462e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.492379730755053657e+01,2.722187473534230850e+00,2.200934173886470724e+00,9.402624783431937638e-01,3.133127392901045472e+00,7.245772839189291992e-02,6.983237979473063683e-01,-7.240265977232580585e-01,2.154548781233997179e+00,-5.136786575442416902e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.017345489057847052e+00,-1.849608862192051895e+00,9.419074202562940923e-02,-8.278083713034355418e-01,-1.792056446827708038e+00,8.611252846133288230e-02,3.019106268619773381e-01,-5.096057441173843516e-01,5.916522798114395298e-01,9.667444612485323052e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215041422213822386e+00,1.228248538265008794e+00,1.217887805471747464e+00,9.154357229285360609e-02,-2.253688467340869028e+00,-1.194015488305409795e-01,-7.441670051406431563e-01,-6.306147049735422172e-01,-9.565704838930745302e-01,-3.831171579630103241e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.179380203631780644e+00,1.696768817215835057e+00,4.036198066918841754e+00,-1.645013985813344792e+00,3.795416748356243986e-01,3.106440591263386342e+00,1.139042287307740597e+00,3.010447530553983064e+00,-1.921354079792330305e+00,-9.846035551183088819e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.164808076906819867e+00,2.705909284107680168e+00,4.503215702795753117e-01,4.571989450089300466e-01,-1.438228034374324782e+00,4.329189671092312786e-01,-6.413562279541082933e-01,8.762258140010965868e-02,6.312938824129481485e-01,-8.043613946761705158e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.823292717887878389e+00,6.704522883618365681e-01,4.060507760067506133e+00,-1.451034246870155142e+00,-1.183467933947767392e+00,-6.535508450046343398e-01,-2.398985514804984898e-01,-1.870821359910502246e-01,7.714719329372653478e-01,9.006045864226590592e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.033028558684759179e+00,-7.909977705655397706e-01,1.344790780017849630e-01,-7.798610274332647974e-01,-9.187197576718282299e-01,6.850788362593801528e-01,7.179006788279024276e-01,4.744023037299314183e+00,-2.003504838121397569e+00,4.514383749053874628e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.069265010599035559e+00,1.144004239757271946e-01,6.344896315393944164e-01,-9.178270412400147960e-01,-2.301579164698171809e+00,-3.308441516964363061e+00,3.730449892459819505e-02,7.681488496934196775e-01,-1.021689501318873150e+00,-6.760047056246745178e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.050517998064115277e+00,1.815252933486581233e+00,5.999396027905363749e-01,3.591116474089731808e-02,4.244989147341643232e+00,-5.495307515612763538e+00,-7.559661663731838122e-01,4.463682915715336819e-01,3.730701051394217371e-01,5.608474965115202160e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.051596049829301327e+00,1.032541421657442449e+00,3.150215443923784497e-01,-1.091914471313525370e+00,2.818094100270760460e+00,3.991582410926803326e-01,8.946551370741617770e-01,9.487825288933232626e-01,-1.064367429858879138e-01,-9.763904258804281255e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.960168415947865173e+00,3.474449948547922329e+00,1.112786653277506588e+01,4.249190419692989162e-01,-1.862079597391566921e+00,5.388966077909612018e+00,-3.109925022287096663e-01,3.050381155203813144e+00,-2.008467572513681354e+00,1.286408903734575226e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.216772144723425653e+00,-9.751594582623592800e-01,1.749931468679430724e+00,-3.261454885561527739e-01,-6.925767413601131572e-01,-2.066226735544418047e-01,7.875517262150601994e-01,-1.588280951957079301e+00,1.249707697981492283e+00,9.649782583129780100e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.391834169091195506e+00,2.454619203576335451e+00,2.068210893344101464e+00,2.423849669885263847e+00,-1.793939619148112730e-01,6.789597308570276546e-01,4.142724059564649453e-02,-5.111735230654245177e-01,-1.709318498735370673e+00,7.259813688196959935e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.006799385008963821e+00,9.565406071362678175e-02,1.153727571344656866e+00,-7.676695742154048263e-01,2.512908487374537536e+00,6.137420932335432150e-02,3.976296492962547724e-01,6.439159884104047604e-01,4.483405608354678051e-01,-7.595404513773528210e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.025360389727887123e+00,-1.006659799518646592e+00,2.020062898609214716e-02,-2.754257706470264022e+00,3.161302787974402229e+00,-2.144735239732549203e-01,7.982817696763483406e-01,4.674974072007520576e+00,-2.262616578751002194e+00,6.837968278676824774e-01,1.000000000000000000e+00,1.000000000000000000e+00
